tail;head;cost
PhysicalEntity1121,Protein14179;PhysicalEntity1182;1
PhysicalEntity1121,Protein14182;PhysicalEntity1182;1
PhysicalEntity1121,Protein14542;PhysicalEntity1182;1
PhysicalEntity1121,Protein14543;PhysicalEntity1183;1
PhysicalEntity1121,Protein14091;Complex6340;1
PhysicalEntity1121,Protein14135;Complex6415;1
PhysicalEntity1122,Protein7783;Complex6332;1
PhysicalEntity1123,Protein14173;PhysicalEntity1179;1
PhysicalEntity1123,Protein14182;PhysicalEntity1179;1
PhysicalEntity1123,Protein14197;PhysicalEntity1179;1
PhysicalEntity1123,Protein14112;Complex6357;1
PhysicalEntity1124,Protein14541;PhysicalEntity1178;1
PhysicalEntity1124,Protein14086;Complex6336;1
PhysicalEntity1124,Protein14106;Complex6356;1
PhysicalEntity1127,Protein14182;PhysicalEntity1177;1
PhysicalEntity1127,Protein14540;PhysicalEntity1177;1
PhysicalEntity1133,Protein11990;Complex6399;1
PhysicalEntity1136,Protein11804;PhysicalEntity1168;1
PhysicalEntity1136,Protein14326;PhysicalEntity1168;1
PhysicalEntity1137,Protein14135;Complex6414;1
PhysicalEntity1138,Protein14115;Complex6421;1
PhysicalEntity1139,Protein8399;Complex6422;1
PhysicalEntity1140,Protein7907;Complex6423;1
PhysicalEntity1141,Protein14142;Complex6426;1
PhysicalEntity1142,Protein14248;PhysicalEntity1164;1
PhysicalEntity1143,Protein14146;Complex6427;1
PhysicalEntity1144,Protein14146;Complex6428;1
PhysicalEntity1145,Protein14115;Complex6429;1
PhysicalEntity1146,Protein14115;Complex6430;1
PhysicalEntity1166,Protein14173;PhysicalEntity1167;1
PhysicalEntity1166,Protein8165;PhysicalEntity1167;1
PhysicalEntity1170;PhysicalEntity1171,Protein14379;1
PhysicalEntity1172,PhysicalEntity1174;PhysicalEntity1173,Protein14416;1
PhysicalEntity118,SmallMolecule361,Complex1220;PhysicalEntity119,SmallMolecule362;1
PhysicalEntity1194,Protein14795;Complex6711;1
PhysicalEntity1199,Protein14839;Complex6785;1
PhysicalEntity1202,Protein14963;Complex6863;1
PhysicalEntity1204,SmallMolecule123,PhysicalEntity1204;PhysicalEntity1006,SmallMolecule124;1
PhysicalEntity1204,SmallMolecule123,Protein15056;PhysicalEntity1205,SmallMolecule124;1
PhysicalEntity1205,SmallMolecule123,PhysicalEntity1205;PhysicalEntity1007,SmallMolecule124;1
PhysicalEntity1206,PhysicalEntity542;Complex7028;1
PhysicalEntity1207,SmallMolecule123,PhysicalEntity1207;PhysicalEntity1008,SmallMolecule124;1
PhysicalEntity1209,Protein15094;Complex7105;1
PhysicalEntity120,SmallMolecule361,Complex1221;PhysicalEntity121,PhysicalEntity122,SmallMolecule362;1
PhysicalEntity1210;PhysicalEntity1211;1
PhysicalEntity1211,Protein2842;PhysicalEntity1210;1
PhysicalEntity1217,Protein15541;Complex7478;1
PhysicalEntity1218,Protein15579;Complex7487;1
PhysicalEntity1219,Protein15697;Complex7520;1
PhysicalEntity1220,Protein15857;Complex7588;1
PhysicalEntity1220,Protein15863;Complex7589;1
PhysicalEntity1221,SmallMolecule222;Complex7623;1
PhysicalEntity1222,Protein15959;Complex7625;1
PhysicalEntity1243,Protein17074;Complex7990;1
PhysicalEntity1245,Protein17163,Protein17163;Protein19470;1
PhysicalEntity1247;PhysicalEntity1278;1
PhysicalEntity124,SmallMolecule361,Complex1233;PhysicalEntity125,SmallMolecule362;1
PhysicalEntity1251,Complex1048;PhysicalEntity1252,PhysicalEntity1253,Protein1716,SmallMolecule231;1
PhysicalEntity1252,Protein17612;PhysicalEntity1253,SmallMolecule231;1
PhysicalEntity1253,SmallMolecule123,SmallMolecule138,Complex8256;PhysicalEntity1255,SmallMolecule124,SmallMolecule134;1
PhysicalEntity1253,SmallMolecule123,SmallMolecule138,Complex8277;PhysicalEntity1267,SmallMolecule124,SmallMolecule134;1
PhysicalEntity1255,Protein17698;PhysicalEntity1256,SmallMolecule3182;1
PhysicalEntity1259,PhysicalEntity1260;Complex8274;1
PhysicalEntity1261;PhysicalEntity1263;1
PhysicalEntity1263;PhysicalEntity1264;1
PhysicalEntity1264,Complex8276;PhysicalEntity1265;1
PhysicalEntity1264;PhysicalEntity1265;1
PhysicalEntity1266,Complex1048;PhysicalEntity1253,Protein1716,SmallMolecule231;1
PhysicalEntity1268,Protein18010;PhysicalEntity1269,SmallMolecule3206;1
PhysicalEntity1268;PhysicalEntity1277;1
PhysicalEntity1269,Complex8282;PhysicalEntity1270,SmallMolecule3206;1
PhysicalEntity1271,PhysicalEntity1272;Complex8285;1
PhysicalEntity1277,Complex1048;PhysicalEntity1252,SmallMolecule231;1
PhysicalEntity1278,Protein18358;PhysicalEntity1279;1
PhysicalEntity1279,Protein18352;PhysicalEntity1280;1
PhysicalEntity127,SmallMolecule123,Complex1239;PhysicalEntity128,SmallMolecule124;1
PhysicalEntity1283,Protein18443;Complex8398;1
PhysicalEntity1285,Protein18444;Complex8399;1
PhysicalEntity1286,SmallMolecule3229;Complex8400;1
PhysicalEntity1288,Protein18470;Complex8410;1
PhysicalEntity129;PhysicalEntity130;1
PhysicalEntity1292,Protein18534;Complex8472;1
PhysicalEntity12,PhysicalEntity14;Complex94;1
PhysicalEntity1304,Protein18675;Complex8676;1
PhysicalEntity1306,Protein18686;Complex8685;1
PhysicalEntity1307,Protein18675;Complex8688;1
PhysicalEntity1308,Protein18695,SmallMolecule123;Complex8693;1
PhysicalEntity131;PhysicalEntity132;1
PhysicalEntity1310,Protein18871;Complex8757;1
PhysicalEntity1311,Protein18877;Complex8768;1
PhysicalEntity1313,Protein18876;Complex8767;1
PhysicalEntity1315,Protein18878;Complex8769;1
PhysicalEntity1317,Protein18880;Complex8774;1
PhysicalEntity1318,Complex8783;PhysicalEntity1320;1
PhysicalEntity1333,Protein17260;Complex8916;1
PhysicalEntity1335,Protein19029;Complex8945;1
PhysicalEntity134,Complex1294;PhysicalEntity135;1
PhysicalEntity1342,SmallMolecule123;PhysicalEntity1343,SmallMolecule124;1
PhysicalEntity1345,Protein19239;Complex9246;1
PhysicalEntity140,Complex1357;PhysicalEntity141;1
PhysicalEntity150,Protein3304,Protein3305;Complex1881;1
PhysicalEntity151,SmallMolecule424,Protein1758;PhysicalEntity154,SmallMolecule425;1
PhysicalEntity159,SmallMolecule424,Protein1757;PhysicalEntity160,SmallMolecule425;1
PhysicalEntity162,SmallMolecule424,Complex1533;PhysicalEntity163,SmallMolecule425;1
PhysicalEntity162,SmallMolecule424,Protein3337;PhysicalEntity171,SmallMolecule425;1
PhysicalEntity162,SmallMolecule424,Protein3337;PhysicalEntity172,SmallMolecule425;1
PhysicalEntity164,SmallMolecule424,Protein2503;PhysicalEntity166,SmallMolecule425;1
PhysicalEntity168,SmallMolecule424,Complex1543;PhysicalEntity169,SmallMolecule425;1
PhysicalEntity179,SmallMolecule432,Protein3308;PhysicalEntity180,SmallMolecule433;1
PhysicalEntity181,SmallMolecule432,Protein3308;PhysicalEntity182,SmallMolecule433;1
PhysicalEntity183,SmallMolecule432,Protein3816;PhysicalEntity177,SmallMolecule433;1
PhysicalEntity184,SmallMolecule432,Protein3802;PhysicalEntity186,SmallMolecule433;1
PhysicalEntity188,SmallMolecule432,Protein3801;PhysicalEntity190,SmallMolecule433;1
PhysicalEntity192,SmallMolecule432,Protein3802;PhysicalEntity194,SmallMolecule433;1
PhysicalEntity196,SmallMolecule426,Protein3909;PhysicalEntity197,SmallMolecule480;1
PhysicalEntity198,SmallMolecule343,Protein3915;SmallMolecule481,SmallMolecule482;1
PhysicalEntity199,SmallMolecule343,Protein3915;SmallMolecule481,SmallMolecule482,SmallMolecule483;1
PhysicalEntity200,SmallMolecule343,Protein3925;SmallMolecule491,SmallMolecule492;1
PhysicalEntity201,Protein4067;PhysicalEntity202;1
PhysicalEntity202,Protein4068;PhysicalEntity202,SmallMolecule571;1
PhysicalEntity202,Protein14151,Protein14165;Complex6454;1
PhysicalEntity202,Protein4069,Protein4073;Complex1712;1
PhysicalEntity203;PhysicalEntity204;1
PhysicalEntity204,Protein4076;PhysicalEntity205;1
PhysicalEntity205,SmallMolecule539,Complex1716;PhysicalEntity206,SmallMolecule572;1
PhysicalEntity206,SmallMolecule539,Complex1717;SmallMolecule573,SmallMolecule574;1
PhysicalEntity209;PhysicalEntity210;1
PhysicalEntity212;PhysicalEntity213;1
PhysicalEntity213,PhysicalEntity219;PhysicalEntity220,PhysicalEntity221;1
PhysicalEntity214,Protein4714;PhysicalEntity215;1
PhysicalEntity216,SmallMolecule579,Protein4734;PhysicalEntity217,SmallMolecule588;1
PhysicalEntity218;PhysicalEntity219;1
PhysicalEntity220,SmallMolecule539,PhysicalEntity222;Protein4807,SmallMolecule619;1
PhysicalEntity23,PhysicalEntity520;Complex3880;1
PhysicalEntity23,SmallMolecule328,Protein7355;PhysicalEntity382,SmallMolecule330;1
PhysicalEntity26;PhysicalEntity27;1
PhysicalEntity260,SmallMolecule1231,Protein5577;PhysicalEntity261,SmallMolecule1228,SmallMolecule1413;1
PhysicalEntity264,Complex2119;PhysicalEntity265;1
PhysicalEntity27;Complex227,Protein478;1
PhysicalEntity270,Protein5765;Complex2277;1
PhysicalEntity28;Complex230,PhysicalEntity26;1
PhysicalEntity292,Protein6262,Protein6274;PhysicalEntity293,Protein6263;1
PhysicalEntity295,SmallMolecule2049,Complex2651;PhysicalEntity296,SmallMolecule2050,SmallMolecule42;1
PhysicalEntity2,Protein51,Protein72,Protein73;Complex2;1
PhysicalEntity301,SmallMolecule123,SmallMolecule2040,Complex2652;PhysicalEntity302,SmallMolecule143,SmallMolecule363;1
PhysicalEntity301,SmallMolecule123,SmallMolecule48,Complex2652;PhysicalEntity628,SmallMolecule143,SmallMolecule363;1
PhysicalEntity303,SmallMolecule123,SmallMolecule51,Complex2655;PhysicalEntity304,SmallMolecule143,SmallMolecule363;1
PhysicalEntity304,SmallMolecule123,Complex2656;PhysicalEntity305,SmallMolecule124;1
PhysicalEntity305,SmallMolecule138,SmallMolecule2068,Complex2657;PhysicalEntity306,SmallMolecule2069;1
PhysicalEntity30,Protein928,SmallMolecule123,Protein892;Complex341,SmallMolecule124;1
PhysicalEntity319,SmallMolecule123,SmallMolecule138,Complex2859;PhysicalEntity320,SmallMolecule124,SmallMolecule134;1
PhysicalEntity321,SmallMolecule2396;Complex2867;1
PhysicalEntity322,Protein6734;PhysicalEntity323;1
PhysicalEntity328,Protein19468;Complex9377;1
PhysicalEntity330,SmallMolecule2623;Complex2950;1
PhysicalEntity331,SmallMolecule1785,Protein7076;PhysicalEntity332,SmallMolecule1779;1
PhysicalEntity355,SmallMolecule2023,SmallMolecule522,Protein10423;PhysicalEntity331,SmallMolecule760,SmallMolecule761;1
PhysicalEntity358,SmallMolecule1638,SmallMolecule522,Protein10411;PhysicalEntity335,SmallMolecule760,SmallMolecule761;1
PhysicalEntity359,SmallMolecule1983,SmallMolecule522,Protein10412;PhysicalEntity336,SmallMolecule760,SmallMolecule761;1
PhysicalEntity360,SmallMolecule2856,SmallMolecule522,Protein10413;PhysicalEntity337,SmallMolecule760,SmallMolecule761;1
PhysicalEntity361,SmallMolecule522,SmallMolecule528,Complex5147;PhysicalEntity338,SmallMolecule760,SmallMolecule761;1
PhysicalEntity362,SmallMolecule2367,SmallMolecule522,Protein10415;PhysicalEntity339,SmallMolecule760,SmallMolecule761;1
PhysicalEntity363,SmallMolecule323,SmallMolecule522,Protein10417;PhysicalEntity340,SmallMolecule760,SmallMolecule761;1
PhysicalEntity364,SmallMolecule326,SmallMolecule522,Protein10416;PhysicalEntity341,SmallMolecule760,SmallMolecule761;1
PhysicalEntity365,SmallMolecule1782,SmallMolecule522,Complex5148;PhysicalEntity342,SmallMolecule760,SmallMolecule761;1
PhysicalEntity366,SmallMolecule2857,SmallMolecule522,Protein10419;PhysicalEntity343,SmallMolecule760,SmallMolecule761;1
PhysicalEntity367,SmallMolecule1887,SmallMolecule522,Protein10420;PhysicalEntity344,SmallMolecule760,SmallMolecule761;1
PhysicalEntity368,SmallMolecule1886,SmallMolecule522,Protein10421;PhysicalEntity345,SmallMolecule760,SmallMolecule761;1
PhysicalEntity369,SmallMolecule1764,SmallMolecule522,Complex5149;PhysicalEntity346,SmallMolecule760,SmallMolecule761;1
PhysicalEntity370,SmallMolecule2858,SmallMolecule522,Protein10424;PhysicalEntity347,SmallMolecule760,SmallMolecule761;1
PhysicalEntity371,SmallMolecule1865,SmallMolecule522,Protein10425;PhysicalEntity348,SmallMolecule760,SmallMolecule761;1
PhysicalEntity372,SmallMolecule1783,SmallMolecule522,Complex5150;PhysicalEntity349,SmallMolecule760,SmallMolecule761;1
PhysicalEntity373,SmallMolecule2859,SmallMolecule522,Protein10427;PhysicalEntity350,SmallMolecule760,SmallMolecule761;1
PhysicalEntity374,SmallMolecule2860,SmallMolecule522,Protein10428;PhysicalEntity351,SmallMolecule760,SmallMolecule761;1
PhysicalEntity375,SmallMolecule2861,SmallMolecule522,Complex5151;PhysicalEntity352,SmallMolecule760,SmallMolecule761;1
PhysicalEntity376,SmallMolecule1888,SmallMolecule522,Protein10430;PhysicalEntity353,SmallMolecule760,SmallMolecule761;1
PhysicalEntity382,SmallMolecule330,Protein1809;PhysicalEntity23,SmallMolecule328;1
PhysicalEntity383,Protein7356;Complex3084;1
PhysicalEntity384,Protein7356;Complex3085;1
PhysicalEntity385,Protein7356;Complex3086;1
PhysicalEntity386,Protein7357;Complex3087;1
PhysicalEntity387,Protein7358;Complex3088;1
PhysicalEntity389,Protein7359;Complex3092;1
PhysicalEntity389,Protein7365;Complex3108;1
PhysicalEntity390,Protein7359;Complex3093;1
PhysicalEntity390,Protein7360;Complex3096;1
PhysicalEntity391,Protein7360;Complex3094;1
PhysicalEntity392,Protein7360;Complex3095;1
PhysicalEntity393,Protein7361;Complex3097;1
PhysicalEntity396,Protein7362;Complex3098;1
PhysicalEntity397,Protein7362;Complex3099;1
PhysicalEntity398,Protein7363;Complex3100;1
PhysicalEntity399,Protein7363;Complex3101;1
PhysicalEntity399,Protein7364;Complex3105;1
PhysicalEntity3,Protein12368,Protein12372;Complex5910;1
PhysicalEntity3,Protein160,Protein161;Complex38;1
PhysicalEntity3,Protein74;Complex3;1
PhysicalEntity400,Protein7363;Complex3102;1
PhysicalEntity400,Protein7364;Complex3106;1
PhysicalEntity401,Protein7358;Complex3104;1
PhysicalEntity401,Protein7364;Complex3107;1
PhysicalEntity402,Protein7363;Complex3103;1
PhysicalEntity416;PhysicalEntity417;1
PhysicalEntity457;PhysicalEntity70;1
PhysicalEntity459;PhysicalEntity460;1
PhysicalEntity490,SmallMolecule361,Protein2789;PhysicalEntity491,SmallMolecule1587,SmallMolecule460;1
PhysicalEntity497,Protein14182;PhysicalEntity1156;1
PhysicalEntity497,Protein14238;PhysicalEntity1156;1
PhysicalEntity497,Protein14242;PhysicalEntity1156;1
PhysicalEntity497,Protein1230,SmallMolecule3040,SmallMolecule315;Complex6441;1
PhysicalEntity497,Protein14166;Complex6455;1
PhysicalEntity497,Protein7671;Complex3515;1
PhysicalEntity497,SmallMolecule149,SmallMolecule343,Complex6312;PhysicalEntity1097,SmallMolecule1940,SmallMolecule392;1
PhysicalEntity49,Protein1212;Complex432;1
PhysicalEntity4,Protein75;Complex4;1
PhysicalEntity500;PhysicalEntity501;1
PhysicalEntity502;PhysicalEntity503;1
PhysicalEntity504,Complex3745;PhysicalEntity506;1
PhysicalEntity504,Protein8089;Complex3743;1
PhysicalEntity505,Protein8065;Complex3726;1
PhysicalEntity507,Protein8145;Complex3785;1
PhysicalEntity508,Protein5727;Complex3815;1
PhysicalEntity509,PhysicalEntity510,Protein8179;Complex3831;1
PhysicalEntity509,PhysicalEntity510,Protein8193;Complex3834;1
PhysicalEntity515,Protein8216;PhysicalEntity516;1
PhysicalEntity518;PhysicalEntity519;1
PhysicalEntity51,Protein1215;Complex436;1
PhysicalEntity524,Protein8353;Complex3935;1
PhysicalEntity525,Protein8418;Complex3997;1
PhysicalEntity526,Protein4825,SmallMolecule1206;Complex4002;1
PhysicalEntity528,PhysicalEntity529;Complex4030;1
PhysicalEntity528,Protein8442,SmallMolecule2680;Complex4022;1
PhysicalEntity530,Protein8450,SmallMolecule2680;Complex4031;1
PhysicalEntity531,SmallMolecule2713;Complex4059;1
PhysicalEntity533,Protein4825,SmallMolecule1206;Complex4073;1
PhysicalEntity533,Protein8418;Complex4068;1
PhysicalEntity534,SmallMolecule2716;Complex4117;1
PhysicalEntity535,Protein4825,SmallMolecule1206;Complex4123;1
PhysicalEntity535,Protein8418;Complex4118;1
PhysicalEntity536,Protein4825,SmallMolecule1206;Complex4143;1
PhysicalEntity536,Protein8418;Complex4138;1
PhysicalEntity539,SmallMolecule2718;Complex4240;1
PhysicalEntity541,Protein15049;Complex7001;1
PhysicalEntity543,Protein14761;Complex6660;1
PhysicalEntity543,Protein14762;Complex6666;1
PhysicalEntity543,Protein4825,SmallMolecule1206;Complex6664;1
PhysicalEntity543,Protein8418;Complex6659;1
PhysicalEntity544,SmallMolecule2729;Complex4246;1
PhysicalEntity545,Complex4249;PhysicalEntity546,Protein2287;1
PhysicalEntity547,Complex4249;PhysicalEntity548,Protein8705;1
PhysicalEntity54,Protein1223;Complex440;1
PhysicalEntity553,Protein8929;Complex4369;1
PhysicalEntity555,Complex1048;Protein1716;1
PhysicalEntity559,Protein11913;Complex5602;1
PhysicalEntity563,SmallMolecule2956,Complex5453;Complex4401,SmallMolecule2954;1
PhysicalEntity56,Protein1229;Complex442;1
PhysicalEntity58,Protein1233;Complex444;1
PhysicalEntity605,Protein5235;Complex4571;1
PhysicalEntity607,Protein9096,Protein9194,Protein9195;Complex4587;1
PhysicalEntity60,SmallMolecule253,Protein1244;PhysicalEntity61,SmallMolecule85;1
PhysicalEntity615,Rna72,Protein9261,Protein9258,Protein9262,Complex2661;Complex4656,Complex4657;1
PhysicalEntity615,Rna78,Complex2661;Protein9253;1
PhysicalEntity636,Protein9278;Complex4676;1
PhysicalEntity641,Protein9310,Protein9312;PhysicalEntity644,Protein9311;1
PhysicalEntity644,SmallMolecule416,SmallMolecule85;PhysicalEntity643,SmallMolecule417,SmallMolecule85;1
PhysicalEntity645,SmallMolecule2804,Protein9315;SmallMolecule2805,SmallMolecule2806;1
PhysicalEntity646,SmallMolecule320;PhysicalEntity647;1
PhysicalEntity647,Protein9303,Complex4710;PhysicalEntity648,Protein9304,SmallMolecule138;1
PhysicalEntity649,Protein9520;Complex4845;1
PhysicalEntity64,Protein19454;Complex9369;1
PhysicalEntity64,Protein3224;Complex1442;1
PhysicalEntity64,SmallMolecule2342;Complex2758;1
PhysicalEntity650,Protein9532;Complex4857;1
PhysicalEntity652,Protein9547;Complex4862;1
PhysicalEntity655,Protein10176;Complex4974;1
PhysicalEntity656,SmallMolecule368,SmallMolecule369,Complex5369,SmallMolecule2870;PhysicalEntity939,SmallMolecule370,SmallMolecule371;1
PhysicalEntity657,SmallMolecule451,Complex4988,Complex4987;PhysicalEntity657;1
PhysicalEntity666,Protein10209;Complex5014;1
PhysicalEntity672,Protein7068;Complex5015;1
PhysicalEntity673,Protein7072;Complex5018;1
PhysicalEntity689;PhysicalEntity714;1
PhysicalEntity6,Protein175;Complex55;1
PhysicalEntity70,SmallMolecule435;PhysicalEntity71;1
PhysicalEntity712,Protein10323;Complex5110;1
PhysicalEntity716,Complex5119;PhysicalEntity719;1
PhysicalEntity719,Protein10337;PhysicalEntity722;1
PhysicalEntity722,SmallMolecule361,SmallMolecule452,Protein10338;PhysicalEntity725,SmallMolecule1587;1
PhysicalEntity726,Complex5120;PhysicalEntity728,PhysicalEntity729,PhysicalEntity730;1
PhysicalEntity728,PhysicalEntity730,SmallMolecule361,Complex5121;PhysicalEntity731,SmallMolecule1587,SmallMolecule460;1
PhysicalEntity736,SmallMolecule426,Protein10351;PhysicalEntity737,SmallMolecule480;1
PhysicalEntity738,SmallMolecule426,Complex5124;PhysicalEntity747,SmallMolecule480;1
PhysicalEntity75;PhysicalEntity712;1
PhysicalEntity756,SmallMolecule345,Complex5125;PhysicalEntity759,SmallMolecule347;1
PhysicalEntity762,SmallMolecule345,Complex5126;PhysicalEntity763,SmallMolecule347;1
PhysicalEntity772,SmallMolecule1341,Complex5129;PhysicalEntity773,SmallMolecule1340;1
PhysicalEntity774,SmallMolecule2838,Complex5130;PhysicalEntity775,SmallMolecule460;1
PhysicalEntity776,SmallMolecule2839,Protein10365;PhysicalEntity777,SmallMolecule2840;1
PhysicalEntity778,SmallMolecule432,Complex5131;PhysicalEntity779,SmallMolecule433;1
PhysicalEntity780,SmallMolecule432,Protein10368;PhysicalEntity781,SmallMolecule433;1
PhysicalEntity782,SmallMolecule432,Protein10368;PhysicalEntity783,SmallMolecule433;1
PhysicalEntity784,SmallMolecule432,Protein10368;PhysicalEntity785,SmallMolecule433;1
