tail;head;cost
Complex9022,SmallMolecule426,Protein19128;Protein19127,SmallMolecule430;1
Complex9026,Protein11938,Protein11938;Complex9027,Protein17492;1
Complex9027,Protein19129;Complex9028;1
Complex9028,PhysicalEntity1340,SmallMolecule123,Complex9028;Complex9036,Protein11938,Protein19129,SmallMolecule143,SmallMolecule363;1
Complex9028,Protein18529,SmallMolecule123,Complex9028;Complex8732,Protein11938,Protein19129,SmallMolecule143,SmallMolecule363;1
Complex9028,Protein19131;Complex9029;1
Complex9028,Protein19137,SmallMolecule123,Complex9028;Complex9033,Protein11938,Protein19129,SmallMolecule143,SmallMolecule363;1
Complex9028,Protein19138,SmallMolecule123,Complex9028;Complex9034,Protein11938,Protein19129,SmallMolecule143,SmallMolecule363;1
Complex9028,Protein19139,SmallMolecule123,Complex9028;Complex9035,Protein11938,Protein19129,SmallMolecule143,SmallMolecule363;1
Complex9029,Complex9030;Complex9031,Complex9032;1
Complex902,Complex903;Complex4963;1
Complex9036,Protein19141;PhysicalEntity1340,PhysicalEntity1341;1
Complex9038;Complex9039;1
Complex9040,Protein19164;Complex9043;1
Complex9044,Protein9537;Complex9045;1
Complex9045,Protein19165;Complex9046;1
Complex9046,SmallMolecule123;Complex9047,SmallMolecule124;1
Complex9047,Protein14878;Complex9048;1
Complex9047,Protein18494;Protein2432;1
Complex9048,SmallMolecule123,Complex9048;Complex9049,SmallMolecule124;1
Complex9049,SmallMolecule123,Complex9049;Complex9050,SmallMolecule124;1
Complex904,Complex905;Complex903;1
Complex9050,Protein2412;Complex9051;1
Complex9051;Complex9044,Complex9054,Protein19165,Protein19166;1
Complex9052,Protein2412;Complex9053;1
Complex9054,Protein2412;Complex9055;1
Complex9056;Complex1010;1
Complex9057,SmallMolecule123,Protein19173;Complex9060,SmallMolecule124;1
Complex9064,Complex9065;Complex9066;1
Complex9067,SmallMolecule123,Complex9067;Complex9068,SmallMolecule124;1
Complex9068,Protein7703;Complex9085;1
Complex9068,SmallMolecule123,Complex9068;Complex9072,SmallMolecule124;1
Complex906,Complex917;Complex905;1
Complex9072,Protein7793;Complex9073;1
Complex9072,Protein8381;Complex9074;1
Complex9073,SmallMolecule123,Protein19175;Complex3593,SmallMolecule124;1
Complex9074,SmallMolecule123,Complex9074;Complex9084,SmallMolecule124;1
Complex907,Complex912;Complex906;1
Complex9082,Protein187;Complex9083;1
Complex9084;Complex9072,Protein8384;1
Complex9085,Complex9085;Complex9086;1
Complex9087;Complex9088;1
Complex9094;Complex9095;1
Complex9095,Protein2892;Complex9145;1
Complex9095,SmallMolecule123,Complex9095;Complex9099,SmallMolecule124;1
Complex9095,SmallMolecule123,Complex9116;Complex9115,SmallMolecule124;1
Complex9099,Protein8381;Complex9107;1
Complex9107,SmallMolecule123,Complex9107;Complex9111,SmallMolecule124;1
Complex9111;Complex9099,Protein8384;1
Complex9115,Protein181;Complex9134;1
Complex9115,Protein7793;Complex9118;1
Complex9118;Complex5777;1
Complex9122,SmallMolecule123,Complex9122;Complex9123,SmallMolecule124;1
Complex9123,PhysicalEntity1245;Complex9124;1
Complex9129,Protein19187;Complex9130;1
Complex9134,Complex9134;Complex9135;1
Complex9145,Protein897;Complex9153;1
Complex9156,Protein19190;Complex9157;1
Complex9158,Complex9159;Complex9160;1
Complex9159,Complex9163;Complex9164;1
Complex9160,Complex9161;Complex9162;1
Complex9161,Protein19199;Complex9165;1
Complex9161,Protein19202;Complex9169;1
Complex9167,Protein19201;Complex9168;1
Complex9170,Protein19194;Complex9171;1
Complex9172,Complex9173;Complex9174;1
Complex9175,Complex9176;Complex9177;1
Complex918,Complex918;Complex919;1
Complex9181;Complex9182;1
Complex9182,SmallMolecule123;Complex9183,SmallMolecule124;1
Complex9183,SmallMolecule123;Complex7110,SmallMolecule124;1
Complex9188,SmallMolecule123,Complex9188;Complex9189,SmallMolecule124;1
Complex9189;Complex7110,Protein19210;1
Complex9189,SmallMolecule123;Complex9191,SmallMolecule124;1
Complex9192;Complex9194;1
Complex9197,Protein8348;Complex9198;1
Complex9197,SmallMolecule123,Complex9197;Complex7109,SmallMolecule124;1
Complex919,SmallMolecule123,Complex925;Complex921,SmallMolecule124;1
Complex920;Complex900,SmallMolecule134;1
Complex9200,Protein19213;Complex9201;1
Complex9202,SmallMolecule123,Complex9202;Complex9203,SmallMolecule124;1
Complex9203,Protein19216;Complex9207;1
Complex9203,Protein8381;Complex9206;1
Complex9208;Complex9209;1
Complex9209,Protein15084;Complex9211;1
Complex921;Complex920,Complex922;1
Complex9211;Complex7085;1
Complex9211,Protein7670;Complex9217;1
Complex9212,Protein182;Complex9231;1
Complex9212,Protein19222;Complex9220;1
Complex9212,Protein19225;Complex9221;1
Complex9212,Protein7784;Complex9222;1
Complex9212,Protein8381;Complex9215;1
Complex9215,SmallMolecule123,Complex9215;Complex9216,SmallMolecule124;1
Complex9216;Complex9212,Protein8384;1
Complex9218,SmallMolecule123,Complex9218;Complex9219,SmallMolecule124;1
Complex9222,SmallMolecule138,Complex9222;Complex9223,SmallMolecule134;1
Complex9222,SmallMolecule138,Complex9222;Complex9227,SmallMolecule134;1
Complex9231,Complex9231;Complex9232,SmallMolecule134;1
Complex9234,Complex9235;Complex9236;1
Complex9236,Complex9239;Complex9261;1
Complex9236,Complex9241;Complex9264;1
Complex9236,Complex9245;Complex9259;1
Complex9236,Complex9251;Complex9263;1
Complex9236,Complex9255;Complex9258;1
Complex9236,PhysicalEntity1245,Complex9236;Complex9235,Protein18518,Protein19230;1
Complex9237,PhysicalEntity1245,Complex9237;Complex9266;1
Complex9240,Protein19231;Complex9239;1
Complex9242,Protein19235;Complex9241;1
Complex9246,Protein19239;Complex9245;1
Complex9252,Protein19242;Complex9262;1
Complex9252,Protein19256;Complex9273;1
Complex9257,Protein19243;Complex9255;1
Complex925,PhysicalEntity654;Complex4965;1
Complex9262,Protein19242;Complex9251;1
Complex9265,PhysicalEntity92,Complex9265;Complex9237;1
Complex9266,Complex1048;Complex9238,Complex9256,Protein17287;1
Complex9268,Protein19250;Complex9269;1
Complex926,SmallMolecule138,Protein14820;Complex6730,SmallMolecule134;1
Complex926,SmallMolecule143;Complex925;1
Complex9270,Protein19253;Complex9271;1
Complex9274,Protein19257;Complex9275;1
Complex9278,Protein19265;Complex9280;1
Complex9281,Protein19270;Complex9282;1
Complex928,SmallMolecule125;Complex902,SmallMolecule133;1
Complex9293,Protein19294;Complex9294;1
Complex9294,Complex9295;Complex9296;1
Complex9301,Complex8081;Complex8081,Complex9302;1
Complex9306,Complex8081;Complex9308,Protein19302;1
Complex9307,Protein19297;Complex9374;1
Complex9307,Protein19304;Complex9306;1
Complex9309,Complex9310;Complex9311;1
Complex930,SmallMolecule123,Complex930;Complex931,SmallMolecule124;1
Complex9312,SmallMolecule123,Complex9311;Complex6488,SmallMolecule124;1
Complex9312,SmallMolecule123,Complex9335;Complex6488,SmallMolecule124;1
Complex9315,SmallMolecule138,Complex9316;Complex312,Protein8638,SmallMolecule134;1
Complex9317,Protein19322;Complex9318,Protein19321;1
Complex931,SmallMolecule123,Complex931;Complex933,SmallMolecule124;1
Complex9323,Protein198;Complex9324,Protein19328;1
Complex9325,Protein198;Complex9326,Protein19332;1
Complex9329;Protein19319,Protein19337;1
Complex9331;Protein19321,Protein19340;1
Complex9333,Protein18662,SmallMolecule123;Complex9334;1
Complex9334,Complex9334;Complex9335,SmallMolecule124;1
Complex9336,SmallMolecule123,Complex9335;Complex9337,SmallMolecule124;1
Complex9339,Protein19343;Complex9340;1
Complex933,SmallMolecule123,Complex933;Complex935,SmallMolecule124;1
Complex9340;Complex6488,Complex9345;1
Complex9341,Protein19343;Complex9342;1
Complex9342;Complex9337,Complex9345;1
Complex9343,Protein19343;Complex9344;1
Complex9344;Complex9310,Complex9345;1
Complex935;Complex942;1
Complex9357,Complex9358;Complex9359;1
Complex9359;Complex9360;1
Complex9362,Complex9363;Complex9365;1
Complex9365,Complex9363;Complex9366;1
Complex9366;Protein19447,Protein19451,Protein19452,Protein19453;1
Complex9368,Complex9369,Complex9368;Complex9370,PhysicalEntity1353;1
Complex9371;Complex9372;1
Complex9373,SmallMolecule123,Complex9373;Complex9375,SmallMolecule124;1
Complex9375,SmallMolecule123,Complex9373;Complex9376,SmallMolecule124;1
Complex9376;PhysicalEntity328;1
Complex9377,SmallMolecule123,Complex9377;Complex9378,SmallMolecule124;1
Complex9378;Complex2944;1
Complex937,Complex938;Complex939;1
Complex938;Complex943;1
Complex939,SmallMolecule123,Complex942;Complex940,SmallMolecule124;1
Complex940;Complex938,Protein2188,Protein522;1
Complex943,SmallMolecule123,Complex942;Complex944,SmallMolecule124;1
Complex944,Protein2192;Complex945;1
Complex947,Protein2203;Complex948;1
Complex947,Protein2219;Complex959;1
Complex948,Protein2206;Complex950;1
Complex950,Complex950;Complex951;1
Complex951;Complex947,Complex952;1
Complex952,Protein2208;Complex953;1
Complex953;Complex954;1
Complex954;Complex955,Protein2206;1
Complex955,Protein2210;Complex956;1
Complex956,Complex957;Complex958;1
Complex959,Protein2232;Complex960;1
Complex960,Complex960;Complex961;1
Complex961;Complex947,Complex962;1
Complex962,SmallMolecule446,Complex958;Complex963,Protein2232;1
Complex963,Complex965,Complex303;Complex964;1
Complex963,Protein2227;Protein2219,SmallMolecule446;1
Complex966,Complex977;Complex972,Complex973,Complex974,Complex976;1
Complex971,Complex972,Complex973,Complex974,Protein2262,Protein2263;Complex970;1
Complex971,Complex987;Complex988;1
Complex972,Complex988;Complex989;1
Complex973,Complex974,Complex989,Protein2262,Protein2263;Complex990;1
Complex976,SmallMolecule361,Protein2262;Complex971,Complex978,Protein2262,Protein2263;1
Complex978,Protein10311;Complex5095;1
Complex979,Complex981;Complex985;1
Complex979,Protein2278;Complex980;1
Complex980,Complex981;Complex983;1
Complex983;Complex981,Complex984;1
Complex984,Protein10311,Protein2245,Complex791;Complex5101,Protein2276,Protein2277;1
Complex985;Complex981,Complex986;1
Complex986,Protein10311,Protein2245,Complex791;Complex5104,Complex975;1
Complex990;Complex972,Complex973,Complex974,Complex991,Protein2262,Protein2263;1
Complex990;Complex972,Complex973,Complex974,Complex992,PhysicalEntity89;1
Complex991,Protein10311,Protein2245,Complex791;Complex5107,Complex971,Complex975;1
Complex995;Complex996,Protein2313;1
Complex997,Protein2354;Complex1006;1
Complex999,Protein2357,Protein2360;Complex998;1
Dna1,Complex659;Protein1760;1
Dna100,Complex1485,Complex1898;Protein5151;1
Dna101,Complex1485;Protein5154;1
Dna102,Complex1485;Protein5155;1
Dna103,Complex1485;Protein5156;1
Dna104,Complex1485,Complex1900;Protein5157;1
Dna105,Complex1485;Protein5073;1
Dna106,Complex1485;Protein5158;1
Dna107,Complex1485;Protein5159;1
Dna108,Complex1485;Protein5160;1
Dna109,Complex1485;Protein5161;1
Dna110,Complex1485;Protein5162;1
Dna111,Complex1485;Protein5163;1
Dna112,Complex1485;Protein5165;1
Dna113,Complex1485;Protein1795;1
Dna114,Complex1485;Protein5166;1
Dna133,Protein3369;Protein5098;1
Dna137,Protein5098,Protein5099;Complex2971;1
Dna138,Protein5098,Protein5099;Complex2972;1
Dna139,Complex2964,Protein3369;Protein7063;1
Dna140,Complex2964;Protein7070;1
Dna141,Complex2964;Protein7071;1
Dna142,Complex2964;Protein7072;1
Dna143,Complex2964;Protein7073;1
Dna144,Complex2964;Protein7074;1
Dna145,Protein3369;Protein5097;1
Dna146,Protein3369;Protein7075;1
Dna147,Complex4312;Protein8728;1
Dna147,Complex7437;Protein8728;1
Dna147,Complex7459;Protein8728;1
Dna148,Complex4313;Protein8729;1
Dna148,Complex7440;Protein8729;1
Dna148,Complex7460;Protein8729;1
Dna149,Complex4314;Protein8730;1
Dna149,Complex7441;Protein8730;1
Dna153,Complex7737;Protein16711;1
Dna153,Complex4315;Protein2746;1
Dna153,Complex7439;Protein2746;1
Dna153;Protein2746;1
Dna156,Complex4917,Complex4918;Protein9703;1
Dna157,Complex4932,Complex4934;Protein10140;1
Dna158,Complex4929;Protein10146;1
Dna159,Complex4956;Protein10163;1
Dna160,Complex4957;Rna82;1
Dna161,Complex4958;PhysicalEntity654;1
Dna165,Complex4968;Protein10172;1
Dna166,Complex4971;Protein5852;1
Dna167,Complex4972;Protein5959;1
Dna168,Complex4973;Complex483;1
Dna169,Protein9054;Complex4983;1
Dna170,Protein11692;Protein11689;1
Dna171,Complex5554,Protein11755,Protein11754;Protein11753;1
Dna172,Protein8213,Protein11755,Protein11775;Protein11774;1
Dna173,Complex1886,Protein11832,Protein11833;Protein7990;1
Dna174,Complex1886,Protein11832,Protein11833;Protein11834;1
Dna175,Protein11832;Protein9271;1
Dna176,Protein11832;Protein11835;1
Dna177,Complex1886,Protein11832;Protein11836;1
Dna178,Protein11836;Protein5053;1
Dna179,Protein11836;Protein6989;1
Dna180,Protein11836;Protein6779;1
Dna181,Protein11836;Protein11839;1
Dna182,Protein11836;Protein11840;1
Dna183,Protein11836;Protein11841;1
Dna184,Protein11836;Protein11842;1
Dna185,Protein11836;Protein513;1
Dna186,Protein11836;Protein11843;1
Dna187,Protein11836;Protein11844;1
Dna188,Protein11836;Protein11845;1
Dna189,Protein11836;Protein10929;1
Dna190,Protein11836;Protein11846;1
Dna191,Protein11836;Protein11847;1
Dna192,Protein11836;Protein478;1
Dna193,Protein11836;Protein10853;1
Dna194,Protein11836;Protein387;1
Dna195,Protein11836;Protein8629;1
Dna196,Protein11836;Protein11848;1
Dna197,Protein11836;Protein11849;1
Dna198,Protein11836;Protein11850;1
Dna199,Protein11836;Protein11851;1
Dna2,Complex659;Protein1761;1
Dna200,Protein11836;Protein11852;1
Dna201,Protein11836;Protein11853;1
Dna202,Protein11836;Protein11854;1
Dna203,Protein11836;Protein5301;1
Dna204,Protein11836;Protein3090;1
Dna205,Protein11836;Protein11855;1
Dna206,Protein11836;Protein7793;1
Dna207,Protein11836;Protein10570;1
Dna208,Protein11836;Protein10571;1
Dna209,Protein11836;Protein10584;1
Dna210,Protein11836;Protein6420;1
Dna211,Protein11836;Protein8933;1
Dna212,Protein11836;Protein236;1
Dna213,Protein11836;Protein11856;1
Dna214,Protein11836;Protein11857;1
Dna215,Protein11836;Protein11858;1
Dna216,Protein11836;Protein11859;1
Dna217,Protein11836;Protein7775;1
Dna218,Protein11836;Protein11860;1
Dna219,Protein11836;Protein11861;1
Dna220,Protein11836;Protein11862;1
Dna221,Protein11836;Protein11863;1
Dna222,Protein11836;Protein11864;1
Dna223,Protein11833;Protein11877;1
Dna224,Protein11833;Protein6132;1
Dna225,Protein11833;Protein11878;1
Dna226,Protein11833;Protein11879;1
Dna227,Protein11833;Protein11792;1
Dna230,Protein8215;Complex5587;1
Dna234;Complex4390;1
Dna235;Protein12612;1
Dna236,Protein12612,Protein2146;Protein12613;1
Dna237,Protein12612,Protein2146;Protein12614;1
Dna238,Protein12617;Protein5133;1
Dna238,Protein5084,Protein12614,Protein12612,Protein12613,Protein2146;Protein5133;1
Dna239,Protein2677,Protein2673,Complex1891;Protein4948;1
Dna240,Complex1891;Protein4942;1
Dna241,Complex1891;Protein3986;1
Dna242,Complex1891;Protein4905;1
Dna243,Protein12614,Complex1891;Protein12617;1
Dna244,Protein12617;Protein11714;1
Dna245,Protein12617,Complex1891,Protein2146;Protein12622;1
Dna246,Protein12617;Complex1583;1
Dna247,Protein1702,Complex5176;Protein1695;1
Dna248,Protein1695,Complex6090,Complex5176,Protein9745;Rna183;1
Dna249,Complex6093,Complex5176,Protein1695;Protein12628;1
Dna249,Protein12623,Protein12626,Protein12628;Complex6093;1
Dna250,Protein1695,Complex6094,Complex5176,Protein12632;Protein12623;1
Dna251,Complex5176,Complex6095;Protein12629;1
Dna251,Protein12629;Complex6096;1
Dna252,Complex6097;Protein12633;1
Dna252,Protein12623,Protein12626,Protein12628;Complex6097;1
Dna253,Complex6098;Protein12424;1
Dna253,Protein12623,Protein12626,Protein12628;Complex6098;1
Dna254,Complex6099;Protein8399;1
Dna254,Protein12623,Protein12626,Protein12628;Complex6099;1
Dna255,Complex6100;Protein12634;1
Dna255,Protein12623,Protein12626,Protein12628;Complex6100;1
Dna256,Complex6101;Protein12635;1
Dna256,Protein12623,Protein12626,Protein12628;Complex6101;1
Dna257,Complex6103;Protein8389;1
Dna257,Protein12623,Protein12626,Protein12628;Complex6103;1
Dna258,Complex6104;Protein12600;1
Dna258,Protein12623,Protein12626,Protein12628;Complex6104;1
Dna259,Complex6106;Protein12632;1
Dna259,Protein12623,Protein12626,Protein12628;Complex6106;1
Dna260,Protein12623,Protein12626,Protein12628;Complex6107;1
Dna261,Protein12623,Protein12626,Protein12628;Complex6108;1
Dna262,Protein12623,Protein12626,Protein12628;Complex6109;1
Dna263,Protein12623,Protein12626;Complex6110;1
Dna264,Protein12623,Protein12626,Protein12628;Complex6111;1
Dna265,Protein12623,Protein12626,Protein12628;Complex6112;1
Dna266,Protein12623,Protein12626,Protein12628;Complex6113;1
Dna267,Complex6121,Protein12642,Complex6118;Rna184;1
Dna268,Complex6125,Complex6123,Protein12648;Rna185;1
Dna269,Complex6128;Rna186;1
Dna270,Complex6131,Complex6132;Rna187;1
Dna271,Complex6135,Complex6137;Rna188;1
Dna272,Complex6141;Rna189;1
Dna273,Complex6144;Rna190;1
Dna274,Complex6147;Rna191;1
Dna275,Complex6150;Rna192;1
Dna276,Complex6154;Rna193;1
Dna277,Complex6156;Rna194;1
Dna278,Complex6158;Rna195;1
Dna282,Complex7126;Protein15125;1
Dna282,Protein15124;Complex7126;1
Dna285,Complex7129;Complex7130;1
Dna285,Protein15135;Complex7129;1
Dna288,Complex7135;Protein2069;1
Dna288,Protein2746;Complex7135;1
Dna289,Complex7140;Protein15112;1
Dna289,Protein2012;Complex7140;1
Dna290,Complex7175;Protein15278;1
Dna293,Complex7251;Protein153;1
Dna294,Complex7350,Complex7349,Complex7347;Rna204;1
Dna295;Rna205;1
Dna296,Complex7352;Rna206;1
Dna297,Protein2012;Rna207;1
Dna298,Complex7353;Complex7354;1
Dna3,Complex659;Protein1762;1
Dna30,Complex1485;Protein5164;1
Dna300,Complex7461;Protein15501;1
Dna301,Complex7462;Protein15502;1
Dna302;Protein8851;1
Dna303;Protein8849;1
Dna304,Complex7721;Protein16712;1
Dna306;Protein17068;1
Dna306,Protein17109;Complex8006;1
Dna306,Protein17140;Complex8040;1
Dna307,Complex8041;Protein17070;1
Dna307;Protein17070;1
Dna307,Protein17109;Complex8007;1
Dna307,Protein17140;Complex8041;1
Dna308;Protein17071;1
Dna308,Protein17109;Complex8008;1
Dna309,Protein17141;Complex8042;1
Dna313,Complex8938;Rna225;1
Dna316,Complex893;Rna228;1
Dna317,Complex9319;Protein19323;1
Dna317,Complex9320;Protein19323;1
Dna318,Complex9321;Protein19325;1
Dna318,Complex9322;Protein19325;1
Dna37,Complex813;Rna1;1
Dna37,Complex818;Rna2;1
Dna37,Protein1935;Complex813;1
Dna38;Protein1934;1
Dna38,Protein1941;Complex815;1
Dna39,Complex833;Protein2016;1
Dna40,Complex834;Protein2017;1
Dna41,Complex835;Protein2018;1
Dna42,Complex845;Complex846;1
Dna43,Complex867;Protein2087;1
Dna43,Complex867;Protein2087;1
Dna45,Protein11833;Protein2153;1
Dna46,Complex895;Protein2146;1
Dna46,Protein11692,Protein12611;Protein2146;1
Dna47,Complex4940;Protein1945;1
Dna47,Complex897;Protein1945;1
Dna48,Complex898;Protein2154;1
Dna49,Complex899;Protein2155;1
Dna50,Complex1254;Protein2552;1
Dna50,Protein1758,Protein2922;Complex1254;1
Dna51,Complex1255;Protein2846;1
Dna52,Complex1256;Protein2587;1
Dna53,Complex1257;Protein2850;1
Dna54,Complex1258;Protein2923;1
Dna54,Protein2922;Complex1258;1
Dna55,Protein1853,Complex1482;Protein3293;1
Dna55,Protein1758,Protein3297,Protein3298,Protein3299;Complex1482;1
Dna55,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1479;1
Dna56,Protein1853,Protein3301;Protein3300;1
Dna56,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1484;1
Dna57,Complex1488,Complex1485;Protein3302;1
Dna57,Protein1758,Protein3299;Complex1488;1
Dna57,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1489;1
Dna58,Complex1492;Protein3322;1
Dna59;Protein3323;1
Dna60,Complex1493,Complex1494;Protein3324;1
Dna61,Complex1496,Complex1495;Protein3327;1
Dna62,Complex1498,Complex1497;Protein3294;1
Dna62,Protein1758,Protein3297,Protein3298,Protein3299;Complex1498;1
Dna62,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1499;1
Dna63,Complex1500,Protein1700;Protein3299;1
Dna64,Complex1501;Protein3329;1
Dna65,Complex1502;Protein3330;1
Dna66,Complex1503;Protein3331;1
Dna67,Complex1504;Protein3332;1
Dna68,Complex1505;Protein3333;1
Dna69,Complex1506;Protein3334;1
Dna70,Complex4934;Protein10141;1
Dna70,Complex1508,Complex1507;Protein3335;1
Dna71,Complex1509,Complex1485;Protein3305;1
Dna72,Complex1510;Protein3338;1
Dna73,Protein2503,Protein3369,Protein1487,Complex1518;Protein3297;1
Dna73,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1519;1
Dna74,Complex1485,Complex1520;Protein3372;1
Dna74,Protein1758,Protein3299;Complex1520;1
Dna75,Complex1521;Protein3373;1
Dna75,Protein1758,Protein3299;Complex1521;1
Dna76,Protein3294,Protein3295,Protein3296,SmallMolecule469;Complex1522;1
Dna77,Complex1884,Complex1485;Protein5083;1
Dna78,Complex1485;Protein5091;1
Dna79,Complex1485;Protein5092;1
Dna80,Complex1485;Protein5059;1
Dna81,Complex1485;Protein5093;1
Dna82,Complex1485;Protein5094;1
Dna83,Complex1485;Protein5095;1
Dna84,Complex1890,Protein5097,Complex1485;Protein5096;1
Dna84,Protein5098,Protein5099;Complex1890;1
Dna85,Complex1485,Complex1891;Protein5100;1
Dna86,Complex1485;Protein5134;1
Dna87,Complex1485;Protein971;1
Dna88,Complex1485;Protein4902;1
Dna89,Complex1485;Protein4907;1
Dna90,Complex1485,Complex1891;Protein1212;1
Dna91,Complex1485;Protein5048;1
Dna92,Complex1896,Complex1895,Complex1485;Protein5135;1
Dna93,Complex1485;Protein5143;1
Dna94,Complex1485;Protein5144;1
Dna95,Complex1485;Protein5145;1
Dna96,Complex1485;Protein5082;1
Dna97,Complex1485;Protein5148;1
Dna98,Complex1485;Protein5149;1
Dna99,Complex1485;Protein5150;1
SmallMolecule146;Complex1665;1
SmallMolecule146;Complex1665;1
SmallMolecule146;Complex1670;1
SmallMolecule224;Complex1696;1
SmallMolecule126;Complex1708;1
SmallMolecule134;Complex1708;1
SmallMolecule124;Complex2533;1
SmallMolecule124;Complex2533;1
SmallMolecule125;Complex2533;1
SmallMolecule125;Complex2533;1
SmallMolecule133;Complex2533;1
SmallMolecule133;Complex2533;1
SmallMolecule361;Complex2533;1
SmallMolecule361;Complex2533;1
Complex558;Complex600;1
Complex9023;Complex8103,Protein11489,Protein11504,Protein15842,Protein17620,Protein17693,Protein18089,Protein18358,Protein19071,Protein19078,Protein19094,Protein19101,Protein19102,Protein19125,Protein6542;1
Complex1027;Pathway1823;1
Complex3837,Complex3831;PhysicalEntity511;1
Complex8997;Protein10325,Protein17620,Protein18406,Protein19056,Protein19057,Protein19058,Protein19059,Protein19060,Protein19061,Protein19062,Protein19063,Protein19064,Protein19065,Protein19066,Protein19067,Protein19068,Protein19069,Protein19070,Protein19071,Protein19078,Protein19083,Protein19086,Protein2725,Protein4847,Protein9297;1
Protein12581,Protein12568,Protein11755,Protein12573;Protein11675;1
Protein12581,Protein12573,Protein11755,Protein12568;Protein11675;1
Protein12565;Protein12564;1
Protein12564;Protein12565;1
Protein12565,Protein8440;Protein12566;1
Protein12564;Protein12567;1
Protein12564;Protein12567;1
Protein12564,Protein8440;Protein12568;1
Protein12581,Protein12580,Protein11755;Protein12568;1
Protein12568;Protein12569;1
Protein12568;Protein12569;1
Protein12564;Protein12570;1
Protein12570;Protein12571;1
Protein12570;Protein12572;1
Protein12570;Protein12573;1
Protein12570;Protein12574;1
Protein12568;Protein12582;1
Protein12583;Protein12584;1
Protein12583;Protein12588;1
Protein12583;Protein12589;1
Complex7063;Protein15078;1
Complex7067;Protein15079,Protein9726;1
Protein17002;Protein16999;1
Protein17003;Protein16999;1
Complex8709;Protein1971;1
SmallMolecule431;Protein1973;1
Complex1136;Protein2552;1
Protein1954;Protein2614;1
Complex1140;Protein2749;1
Protein12583;Protein3934;1
Protein12572,Protein12568;Protein3939;1
Protein12583;Protein3975;1
Complex2199;Protein3976;1
Complex2199;Protein4960;1
Complex2199;Protein4962;1
Complex2199;Protein5028;1
Complex2199;Protein5688;1
SmallMolecule43;Protein6230;1
SmallMolecule1982;Protein6231;1
Complex3852;Protein6505,Protein8228,Protein8229,Protein8230,Protein8231;1
Protein7014,Protein7006;Protein8728;1
Protein12568;Protein9753;1
Protein1971,Complex810;SmallMolecule431;1
PhysicalEntity1005,Protein15064;Complex7027;1
PhysicalEntity1005,Protein7793;Complex7016;1
PhysicalEntity1008,Protein7793;Complex7037;1
PhysicalEntity1009,Protein19176;Complex9081;1
PhysicalEntity1014;PhysicalEntity1015;1
PhysicalEntity1014,Protein12173;Complex5817;1
PhysicalEntity1014,SmallMolecule138,Protein12181;PhysicalEntity1016,SmallMolecule134;1
PhysicalEntity1015,SmallMolecule138,Protein12188;PhysicalEntity1017,SmallMolecule430;1
PhysicalEntity1018,Protein12113;Complex5844;1
PhysicalEntity1020;Complex6323;1
PhysicalEntity1020,Protein14182;PhysicalEntity1157;1
PhysicalEntity1020,Protein14238;PhysicalEntity1157;1
PhysicalEntity1020,Protein14243;PhysicalEntity1157;1
PhysicalEntity1020,PhysicalEntity1084;Complex6322;1
PhysicalEntity1020,PhysicalEntity1091;Complex6325;1
PhysicalEntity1021,Protein14179;PhysicalEntity1158;1
PhysicalEntity1021,Protein14182;PhysicalEntity1158;1
PhysicalEntity1021,Protein14238;PhysicalEntity1158;1
PhysicalEntity1021,Protein14244;PhysicalEntity1158;1
PhysicalEntity1022,Protein14247;PhysicalEntity1163;1
PhysicalEntity1023,Protein12297,Protein12298;Complex5848;1
PhysicalEntity1029,SmallMolecule123,PhysicalEntity1029;PhysicalEntity1030,SmallMolecule124;1
PhysicalEntity102,Protein2625;Complex1094;1
PhysicalEntity1035,Protein12670;Complex6165;1
PhysicalEntity1041;PhysicalEntity1071;1
PhysicalEntity1071,Protein13255,Complex6171;Complex6214;1
PhysicalEntity1077,Protein13897;PhysicalEntity1079;1
PhysicalEntity1079,PhysicalEntity1081,Protein14009;PhysicalEntity1080;1
PhysicalEntity108,Complex1090;PhysicalEntity109;1
PhysicalEntity108,Protein2610;PhysicalEntity109;1
PhysicalEntity1082;PhysicalEntity1083;1
PhysicalEntity1083;PhysicalEntity1109;1
PhysicalEntity1084,Protein14327;PhysicalEntity1169;1
PhysicalEntity1087;PhysicalEntity1088;1
PhysicalEntity1092,Protein14245;PhysicalEntity1159;1
PhysicalEntity1092,PhysicalEntity1096;Complex6393;1
PhysicalEntity1096,Protein14249;PhysicalEntity1165;1
PhysicalEntity1097,PhysicalEntity497;Complex6313;1
PhysicalEntity1097,PhysicalEntity497;Complex6314;1
PhysicalEntity1098,PhysicalEntity497,SmallMolecule149,SmallMolecule343,Complex6312;PhysicalEntity1099,SmallMolecule1940,SmallMolecule392;1
PhysicalEntity1099,PhysicalEntity497;Complex6315;1
PhysicalEntity1099,PhysicalEntity497;Complex6316;1
PhysicalEntity110,Complex1184;PhysicalEntity114;1
PhysicalEntity1117,PhysicalEntity1118;Complex6324;1
PhysicalEntity1119,Protein18442;Complex8397;1
PhysicalEntity1121,Protein11738;PhysicalEntity1182;1
